§ttbid,delayTime,epic,expiry,high,instrumentName,instrumentType,lotSize,low,marketStatus,netChange,offer,otcTradeable,percentageChange,scalingFactor,streamingPricesAvailable,updateTime,updateTimeUTC
,0,KC.D.FTVILN.CASH.IP,-,,FTVI - Foresight VCT PLC,SHARES,0,,CLOSED,0.0,,True,0.0,1,False,25200000,08:00:00
,0,KA.D.FAS.CASH.IP,-,397.0,Fidelity Asian Values PLC,SHARES,0,395.0,EDITS_ONLY,1.5,,True,0.38,1,False,50992000,15:09:52
,0,KA.D.FCSS.CASH.IP,-,219.0,Fidelity China Special Situations PLC,SHARES,0,217.0,EDITS_ONLY,2.0,,True,0.92,1,False,55709000,16:28:29
,0,KA.D.FEV.CASH.IP,-,,Fidelity European Values PLC,SHARES,0,254.5,EDITS_ONLY,1.5,,True,0.59,1,False,55774000,16:29:34
,0,KA.D.FJV.CASH.IP,-,174.0,Fidelity Japan Trust PLC,SHARES,0,172.5,EDITS_ONLY,-1.5,,True,-0.86,1,False,55169000,16:19:29
,0,KA.D.FSV.CASH.IP,-,271.0,Fidelity Special Values PLC,SHARES,0,268.5,EDITS_ONLY,1.5,,True,0.56,1,False,53109000,15:45:09
,0,KA.D.FDSALN.CASH.IP,-,,Fidessa Group PLC,SHARES,0,,CLOSED,,,True,,1,False,,
,0,KC.D.FTC.CASH.IP,-,,Filtronic PLC,SHARES,0,,EDITS_ONLY,0.0,,True,0.0,1,False,25201000,08:00:01
,0,KA.D.FGT.CASH.IP,-,897.0,Finsbury Growth & Income Trust PLC,SHARES,0,890.0,EDITS_ONLY,7.0,,True,0.79,1,False,53086000,15:44:46
,0,KA.D.FDPLN.CASH.IP,-,2555.0,First Derivatives PLC,SHARES,0,2510.0,CLOSED,5.0,,True,0.2,1,False,55798000,16:29:58
,0,KC.D.FPO.CASH.IP,-,,First Property Group PLC,SHARES,0,,EDITS_ONLY,0.5,,True,1.17,1,False,55311000,16:21:51
,0,KC.D.EGX.CASH.IP,-,,Flowgroup PLC,SHARES,0,,CLOSED,0.0,,True,0.0,1,False,25200000,08:00:00
,0,KC.D.FOOTLN.CASH.IP,-,,Footasylum PLC,SHARES,0,,CLOSED,0.0,,True,0.0,1,False,25200000,08:00:00
,0,KC.D.FTSVLN.CASH.IP,-,,Foresight Solar VCT PLC,SHARES,0,,EDITS_ONLY,-1.0,,True,-1.16,1,False,37743000,11:29:03
,0,KC.D.FOXLN.CASH.IP,-,,Fox Marble Holdings Plc,SHARES,0,,EDITS_ONLY,0.0,,True,0.0,1,False,25200000,08:00:00
,0,KA.D.FOXTLN.CASH.IP,-,69.0,Foxtons Group PLC,SHARES,0,67.5,EDITS_ONLY,1.0,,True,1.5,1,False,55796000,16:29:56
,0,KA.D.FRES.CASH.IP,-,584.4,Fresnillo PLC,SHARES,0,545.8,EDITS_ONLY,36.6,,True,6.78,1,False,55798000,16:29:58
,0,KC.D.FRRLN.CASH.IP,-,,Frontera Resources Corp,SHARES,0,,CLOSED,0.0,,True,0.0,1,False,25200000,08:00:00
,0,KC.D.FDEVLN.CASH.IP,-,1248.0,Frontier Developments PLC,SHARES,0,1202.0,EDITS_ONLY,32.0,,True,2.63,1,False,55795000,16:29:55
,0,KC.D.FULLN.CASH.IP,-,,Fulham Shore Plc/The,SHARES,0,,EDITS_ONLY,0.25,,True,2.13,1,False,54356000,16:05:56
,0,KA.D.FCHLN.CASH.IP,-,102.2,Funding Circle Holdings Limited,SHARES,0,93.5,EDITS_ONLY,7.4,,True,7.81,1,False,55794000,16:29:54
,0,KC.D.TUNELN.CASH.IP,-,,Focusrite PLC,SHARES,0,,EDITS_ONLY,0.0,,True,0.0,1,False,25200000,08:00:00
,0,KC.D.GTCLN.CASH.IP,-,22.0,Getech Group PLC,SHARES,0,22.0,EDITS_ONLY,-1.0,,True,-4.08,1,False,31487000,09:44:47
,0,KC.D.GETBLN.CASH.IP,-,47.2,GetBusy PLC,SHARES,0,47.2,EDITS_ONLY,-0.3,,True,-0.63,1,False,26820000,08:27:00
,0,KC.D.GCSLN.CASH.IP,-,,Geiger Counter Ltd (New),SHARES,0,,EDITS_ONLY,0.0,,True,0.0,1,False,25201000,08:00:01
,0,KC.D.NMGLN.CASH.IP,-,,Georgian Mining Corp,SHARES,0,,EDITS_ONLY,0.2,,True,14.81,1,False,55310000,16:21:50
,0,KA.D.GHGLN.CASH.IP,-,,Georgia Healthcare Group PLC,SHARES,0,165.0,EDITS_ONLY,0.0,,True,0.0,1,False,55680000,16:28:00
,0,KA.D.CGEOLN.CASH.IP,-,947.0,Georgia Capital PLC,SHARES,0,930.0,EDITS_ONLY,-20.0,,True,-2.1,1,False,55795000,16:29:55
,0,KA.D.0MDPLN.CASH.IP,-,,GeoPark Limited,SHARES,0,,CLOSED,0.0,,True,0.0,100,False,48674000,14:31:14
,0,KC.D.GNILN.CASH.IP,-,,General Industries plc Prior to Reverse Merger with Altair Consultancy and Advisory Services Limited,SHARES,0,,CLOSED,,,True,,1,False,,
,0,KA.D.GECLN.CASH.IP,-,10.846,General Electric - LSE,SHARES,0,10.846,EDITS_ONLY,-0.294,,True,-2.64,100,False,55798000,16:29:58
,0,KA.D.GAMALN.CASH.IP,-,1210.0,Gamma Communications PLC,SHARES,0,,EDITS_ONLY,15.0,,True,1.27,1,False,55499000,16:24:59
